pv_datetime,post_code,last_postcode_pvs,pvs,load_date
2021-01-26 23:00:00.000000,ioqq,0,7,2021-02-01 09:19:57.000000
2021-01-25 21:00:00.000000,zvcd,0,10,2021-02-01 09:19:57.000000
2021-01-24 19:00:00.000000,lnht,0,10,2021-02-01 09:19:57.000000
2021-01-22 22:00:00.000000,jfkt,0,14,2021-02-01 09:19:57.000000
2021-01-30 23:00:00.000000,vkxk,0,15,2021-02-01 09:19:57.000000
2021-01-29 21:00:00.000000,pqnt,0,12,2021-02-01 09:19:57.000000
2021-01-27 23:00:00.000000,ldpb,0,11,2021-02-01 09:19:57.000000
2021-01-27 22:00:00.000000,cocz,0,11,2021-02-01 09:19:57.000000
2021-01-27 19:00:00.000000,kyuh,0,5,2021-02-01 09:19:57.000000
2021-01-25 23:00:00.000000,sbqq,0,17,2021-02-01 09:19:57.000000
2021-01-31 20:00:00.000000,bqiu,0,13,2021-02-01 09:19:57.000000
2021-01-29 23:00:00.000000,dtoi,0,10,2021-02-01 09:19:57.000000
2021-01-26 20:00:00.000000,hlwi,0,13,2021-02-01 09:19:57.000000
2021-01-23 20:00:00.000000,ulhr,0,13,2021-02-01 09:19:57.000000
2021-01-30 21:00:00.000000,cjxb,0,8,2021-02-01 09:19:57.000000
2021-01-30 19:00:00.000000,czbu,0,10,2021-02-01 09:19:57.000000
2021-01-29 23:00:00.000000,dxhz,0,9,2021-02-01 09:19:57.000000
2021-01-28 23:00:00.000000,ldmq,0,12,2021-02-01 09:19:57.000000
2021-01-27 21:00:00.000000,vnlh,0,10,2021-02-01 09:19:57.000000
2021-01-26 22:00:00.000000,pcuk,0,11,2021-02-01 09:19:57.000000
2021-01-26 19:00:00.000000,ybjv,0,13,2021-02-01 09:19:57.000000
2021-01-21 20:00:00.000000,xjci,0,11,2021-02-01 09:19:57.000000
2021-01-28 22:00:00.000000,lklz,0,7,2021-02-01 09:19:57.000000
2021-01-28 19:00:00.000000,mzvz,0,7,2021-02-01 09:19:57.000000
2021-01-27 20:00:00.000000,wzbc,0,8,2021-02-01 09:19:57.000000
2021-01-26 19:00:00.000000,spjd,0,18,2021-02-01 09:19:57.000000
2021-01-21 21:00:00.000000,ofgz,0,7,2021-02-01 09:19:57.000000
2021-01-21 20:00:00.000000,ncsv,0,12,2021-02-01 09:19:57.000000
2021-01-27 21:00:00.000000,cnys,0,11,2021-02-01 09:19:57.000000
2021-01-26 21:00:00.000000,kywx,0,5,2021-02-01 09:19:57.000000
2021-01-25 21:00:00.000000,qzgs,0,8,2021-02-01 09:19:57.000000
2021-01-22 23:00:00.000000,bqco,0,9,2021-02-01 09:19:57.000000
2021-01-21 23:00:00.000000,zwjn,0,9,2021-02-01 09:19:57.000000
2021-01-31 21:00:00.000000,jlqd,0,15,2021-02-01 09:19:57.000000
2021-01-31 19:00:00.000000,lnrs,0,8,2021-02-01 09:19:57.000000
2021-01-26 22:00:00.000000,vabi,0,14,2021-02-01 09:19:57.000000
2021-01-24 20:00:00.000000,dsaq,0,16,2021-02-01 09:19:57.000000
2021-01-23 21:00:00.000000,gzvi,0,11,2021-02-01 09:19:57.000000
2021-01-22 23:00:00.000000,bgxd,0,8,2021-02-01 09:19:57.000000
2021-01-22 20:00:00.000000,plsc,0,10,2021-02-01 09:19:57.000000
2021-01-29 23:00:00.000000,idez,0,9,2021-02-01 09:19:57.000000
2021-01-28 19:00:00.000000,zwkv,0,11,2021-02-01 09:19:57.000000
2021-01-26 20:00:00.000000,lsty,0,10,2021-02-01 09:19:57.000000
2021-01-25 20:00:00.000000,kswr,0,13,2021-02-01 09:19:57.000000
2021-01-23 19:00:00.000000,sgoh,0,18,2021-02-01 09:19:57.000000
2021-01-31 23:00:00.000000,xtbn,11,11,2021-02-01 09:19:57.000000
2021-01-31 19:00:00.000000,eguh,0,8,2021-02-01 09:19:57.000000
2021-01-30 21:00:00.000000,nkge,0,10,2021-02-01 09:19:57.000000
2021-01-29 20:00:00.000000,dydj,0,9,2021-02-01 09:19:57.000000
2021-01-27 23:00:00.000000,vbod,0,6,2021-02-01 09:19:57.000000
2021-01-27 22:00:00.000000,lkgn,0,10,2021-02-01 09:19:57.000000
2021-01-24 23:00:00.000000,lcem,0,9,2021-02-01 09:19:57.000000
2021-01-24 19:00:00.000000,hneb,0,11,2021-02-01 09:19:57.000000
2021-01-23 23:00:00.000000,jpkz,0,2,2021-02-01 09:19:57.000000
2021-01-30 23:00:00.000000,gszu,0,10,2021-02-01 09:19:57.000000
2021-01-26 20:00:00.000000,fgjk,0,7,2021-02-01 09:19:57.000000
2021-01-24 21:00:00.000000,hzwn,0,9,2021-02-01 09:19:57.000000
2021-01-24 20:00:00.000000,gnma,0,12,2021-02-01 09:19:57.000000
2021-01-29 22:00:00.000000,khlm,0,12,2021-02-01 09:19:57.000000
2021-01-28 19:00:00.000000,fclv,0,19,2021-02-01 09:19:57.000000
2021-01-26 19:00:00.000000,kgws,0,11,2021-02-01 09:19:57.000000
2021-01-25 21:00:00.000000,ppst,0,12,2021-02-01 09:19:57.000000
2021-01-23 22:00:00.000000,bmwi,0,5,2021-02-01 09:19:57.000000
2021-01-22 22:00:00.000000,qhdq,0,14,2021-02-01 09:19:57.000000
2021-01-22 19:00:00.000000,fewb,0,12,2021-02-01 09:19:57.000000
2021-01-21 23:00:00.000000,elec,0,10,2021-02-01 09:19:57.000000
2021-01-21 21:00:00.000000,twly,0,11,2021-02-01 09:19:57.000000
2021-01-30 22:00:00.000000,abfz,0,8,2021-02-01 09:19:57.000000
2021-01-29 19:00:00.000000,uhxj,0,12,2021-02-01 09:19:57.000000
2021-01-27 23:00:00.000000,gmvr,0,12,2021-02-01 09:19:57.000000
2021-01-27 21:00:00.000000,pfsh,0,3,2021-02-01 09:19:57.000000
2021-01-25 23:00:00.000000,tkfn,0,4,2021-02-01 09:19:57.000000
2021-01-31 22:00:00.000000,laoy,0,12,2021-02-01 09:19:57.000000
2021-01-27 21:00:00.000000,jwrb,0,10,2021-02-01 09:19:57.000000
2021-01-26 19:00:00.000000,ctwz,0,12,2021-02-01 09:19:57.000000
2021-01-24 23:00:00.000000,nmlk,0,9,2021-02-01 09:19:57.000000
2021-01-23 22:00:00.000000,itcm,0,8,2021-02-01 09:19:57.000000
2021-01-23 20:00:00.000000,qgpn,0,11,2021-02-01 09:19:57.000000
2021-01-23 19:00:00.000000,oioh,0,8,2021-02-01 09:19:57.000000
2021-01-31 20:00:00.000000,mebe,0,8,2021-02-01 09:19:57.000000
2021-01-26 21:00:00.000000,jfap,0,6,2021-02-01 09:19:57.000000
2021-01-26 19:00:00.000000,ngda,0,13,2021-02-01 09:19:57.000000
2021-01-24 20:00:00.000000,pdua,0,10,2021-02-01 09:19:57.000000
2021-01-23 21:00:00.000000,mqbn,0,13,2021-02-01 09:19:57.000000
2021-01-27 19:00:00.000000,buan,0,7,2021-02-01 09:19:57.000000
2021-01-25 23:00:00.000000,kkzr,0,11,2021-02-01 09:19:57.000000
2021-01-30 21:00:00.000000,qyyh,0,8,2021-02-01 09:19:57.000000
2021-01-30 20:00:00.000000,aynp,0,6,2021-02-01 09:19:57.000000
2021-01-28 19:00:00.000000,xmih,0,8,2021-02-01 09:19:57.000000
2021-01-25 20:00:00.000000,oskf,0,14,2021-02-01 09:19:57.000000
2021-01-25 19:00:00.000000,mtec,0,7,2021-02-01 09:19:57.000000
2021-01-23 23:00:00.000000,ktop,0,8,2021-02-01 09:19:57.000000
2021-01-21 21:00:00.000000,xpgh,0,4,2021-02-01 09:19:57.000000
2021-01-31 21:00:00.000000,umzx,0,11,2021-02-01 09:19:57.000000
2021-01-29 20:00:00.000000,fdhq,0,16,2021-02-01 09:19:57.000000
2021-01-27 20:00:00.000000,arrj,0,8,2021-02-01 09:19:57.000000
2021-01-24 22:00:00.000000,wbzt,0,11,2021-02-01 09:19:57.000000
2021-01-22 23:00:00.000000,binz,0,10,2021-02-01 09:19:57.000000
2021-01-22 19:00:00.000000,zozg,0,14,2021-02-01 09:19:57.000000
2021-01-29 20:00:00.000000,ddpa,0,11,2021-02-01 09:19:57.000000
2021-01-26 20:00:00.000000,ymtg,0,10,2021-02-01 09:19:57.000000
2021-01-24 20:00:00.000000,vbyz,0,11,2021-02-01 09:19:57.000000
2021-01-23 20:00:00.000000,njkb,0,9,2021-02-01 09:19:57.000000
2021-01-22 21:00:00.000000,mrys,0,11,2021-02-01 09:19:57.000000
2021-01-31 22:00:00.000000,byyo,0,5,2021-02-01 09:19:57.000000
2021-01-31 20:00:00.000000,zxmv,0,9,2021-02-01 09:19:57.000000
2021-01-30 23:00:00.000000,hxwc,0,15,2021-02-01 09:19:57.000000
2021-01-27 21:00:00.000000,plno,0,8,2021-02-01 09:19:57.000000
2021-01-24 21:00:00.000000,xiqo,0,11,2021-02-01 09:19:57.000000
2021-01-23 21:00:00.000000,usgv,0,8,2021-02-01 09:19:57.000000
2021-01-21 22:00:00.000000,ehkx,0,13,2021-02-01 09:19:57.000000
2021-01-31 23:00:00.000000,jrrq,9,9,2021-02-01 09:19:57.000000
2021-01-31 20:00:00.000000,xamt,0,14,2021-02-01 09:19:57.000000
2021-01-30 22:00:00.000000,wusm,0,10,2021-02-01 09:19:57.000000
2021-01-30 20:00:00.000000,ilre,0,8,2021-02-01 09:19:57.000000
2021-01-28 23:00:00.000000,odlt,0,12,2021-02-01 09:19:57.000000
2021-01-28 19:00:00.000000,ezfc,0,5,2021-02-01 09:19:57.000000
2021-01-27 22:00:00.000000,wfcf,0,10,2021-02-01 09:19:57.000000
2021-01-23 21:00:00.000000,ewky,0,12,2021-02-01 09:19:57.000000
2021-01-21 21:00:00.000000,ijle,0,8,2021-02-01 09:19:57.000000
2021-01-31 23:00:00.000000,ljwj,14,14,2021-02-01 09:19:57.000000
2021-01-31 21:00:00.000000,oumh,0,14,2021-02-01 09:19:57.000000
2021-01-30 20:00:00.000000,wacm,0,9,2021-02-01 09:19:57.000000
2021-01-30 19:00:00.000000,nlri,0,8,2021-02-01 09:19:57.000000
2021-01-28 20:00:00.000000,zyaj,0,7,2021-02-01 09:19:57.000000
2021-01-27 23:00:00.000000,jflk,0,9,2021-02-01 09:19:57.000000
2021-01-25 21:00:00.000000,ruoa,0,9,2021-02-01 09:19:57.000000
2021-01-24 23:00:00.000000,ljtz,0,8,2021-02-01 09:19:57.000000
2021-01-24 19:00:00.000000,vzmm,0,13,2021-02-01 09:19:57.000000
2021-01-23 19:00:00.000000,lkwu,0,10,2021-02-01 09:19:57.000000
2021-01-22 20:00:00.000000,busc,0,13,2021-02-01 09:19:57.000000
2021-01-21 22:00:00.000000,ovsj,0,7,2021-02-01 09:19:57.000000
2021-01-21 19:00:00.000000,ydhv,0,12,2021-02-01 09:19:57.000000
2021-01-29 22:00:00.000000,wcod,0,13,2021-02-01 09:19:57.000000
2021-01-25 20:00:00.000000,pjmh,0,15,2021-02-01 09:19:57.000000
2021-01-24 23:00:00.000000,aove,0,16,2021-02-01 09:19:57.000000
2021-01-23 21:00:00.000000,qagx,0,11,2021-02-01 09:19:57.000000
2021-01-21 23:00:00.000000,lhdb,0,12,2021-02-01 09:19:57.000000
2021-01-31 23:00:00.000000,uwfg,18,18,2021-02-01 09:19:57.000000
2021-01-29 19:00:00.000000,nkuz,0,12,2021-02-01 09:19:57.000000
2021-01-28 23:00:00.000000,mpxl,0,13,2021-02-01 09:19:57.000000
2021-01-25 21:00:00.000000,ksok,0,5,2021-02-01 09:19:57.000000
2021-01-31 22:00:00.000000,pxxd,0,8,2021-02-01 09:19:57.000000
2021-01-31 21:00:00.000000,jkkp,0,11,2021-02-01 09:19:57.000000
2021-01-29 21:00:00.000000,lyhp,0,8,2021-02-01 09:19:57.000000
2021-01-27 21:00:00.000000,nnyk,0,7,2021-02-01 09:19:57.000000
2021-01-24 23:00:00.000000,mgib,0,8,2021-02-01 09:19:57.000000
2021-01-24 21:00:00.000000,whyi,0,14,2021-02-01 09:19:57.000000
2021-01-22 21:00:00.000000,aves,0,6,2021-02-01 09:19:57.000000
2021-01-31 21:00:00.000000,pdkz,0,11,2021-02-01 09:19:57.000000
2021-01-31 19:00:00.000000,uaft,0,10,2021-02-01 09:19:57.000000
2021-01-30 23:00:00.000000,lpcy,0,9,2021-02-01 09:19:57.000000
2021-01-30 20:00:00.000000,suhv,0,14,2021-02-01 09:19:57.000000
2021-01-26 21:00:00.000000,mlnq,0,8,2021-02-01 09:19:57.000000
2021-01-24 20:00:00.000000,opwr,0,8,2021-02-01 09:19:57.000000
2021-01-23 22:00:00.000000,dhun,0,4,2021-02-01 09:19:57.000000
2021-01-23 19:00:00.000000,vejd,0,13,2021-02-01 09:19:57.000000
2021-01-22 21:00:00.000000,vtlc,0,4,2021-02-01 09:19:57.000000
2021-01-31 21:00:00.000000,tzpa,0,4,2021-02-01 09:19:57.000000
2021-01-27 22:00:00.000000,dqza,0,11,2021-02-01 09:19:57.000000
2021-01-25 23:00:00.000000,irut,0,16,2021-02-01 09:19:57.000000
2021-01-25 22:00:00.000000,oqdr,0,10,2021-02-01 09:19:57.000000
2021-01-24 23:00:00.000000,qpxb,0,17,2021-02-01 09:19:57.000000
2021-01-24 21:00:00.000000,gvfm,0,14,2021-02-01 09:19:57.000000
2021-01-23 21:00:00.000000,dlce,0,11,2021-02-01 09:19:57.000000
2021-01-22 23:00:00.000000,jawh,0,6,2021-02-01 09:19:57.000000
2021-01-21 21:00:00.000000,lfws,0,5,2021-02-01 09:19:57.000000
2021-01-30 22:00:00.000000,nafi,0,13,2021-02-01 09:19:57.000000
2021-01-30 21:00:00.000000,knpp,0,9,2021-02-01 09:19:57.000000
2021-01-30 20:00:00.000000,okqp,0,9,2021-02-01 09:19:57.000000
2021-01-29 22:00:00.000000,phxv,0,14,2021-02-01 09:19:57.000000
2021-01-29 21:00:00.000000,vmcz,0,14,2021-02-01 09:19:57.000000
2021-01-23 21:00:00.000000,fyuw,0,12,2021-02-01 09:19:57.000000
2021-01-21 21:00:00.000000,fcaq,0,12,2021-02-01 09:19:57.000000
2021-01-21 20:00:00.000000,bzrx,0,15,2021-02-01 09:19:57.000000
2021-01-29 21:00:00.000000,yxdw,0,10,2021-02-01 09:19:57.000000
2021-01-27 20:00:00.000000,wkvj,0,11,2021-02-01 09:19:57.000000
2021-01-26 22:00:00.000000,snls,0,13,2021-02-01 09:19:57.000000
2021-01-21 23:00:00.000000,hpmo,0,15,2021-02-01 09:19:57.000000
2021-01-21 22:00:00.000000,udyi,0,10,2021-02-01 09:19:57.000000
2021-01-21 21:00:00.000000,agbd,0,11,2021-02-01 09:19:57.000000
2021-01-30 23:00:00.000000,xmcj,0,12,2021-02-01 09:19:57.000000
2021-01-29 22:00:00.000000,xecp,0,14,2021-02-01 09:19:57.000000
2021-01-27 19:00:00.000000,porp,0,14,2021-02-01 09:19:57.000000
2021-01-26 22:00:00.000000,zspj,0,8,2021-02-01 09:19:57.000000
2021-01-25 19:00:00.000000,rkuk,0,17,2021-02-01 09:19:57.000000
2021-01-24 21:00:00.000000,fmpw,0,8,2021-02-01 09:19:57.000000
2021-01-29 19:00:00.000000,obex,0,13,2021-02-01 09:19:57.000000
2021-01-26 23:00:00.000000,fxtu,0,6,2021-02-01 09:19:57.000000
2021-01-24 22:00:00.000000,vqlk,0,11,2021-02-01 09:19:57.000000
2021-01-22 23:00:00.000000,juwy,0,12,2021-02-01 09:19:57.000000
2021-01-21 23:00:00.000000,bqbc,0,7,2021-02-01 09:19:57.000000
2021-01-29 21:00:00.000000,rtcs,0,10,2021-02-01 09:19:57.000000
2021-01-27 23:00:00.000000,xhrk,0,13,2021-02-01 09:19:57.000000
2021-01-27 20:00:00.000000,aici,0,12,2021-02-01 09:19:57.000000
2021-01-24 20:00:00.000000,ewpo,0,8,2021-02-01 09:19:57.000000
2021-01-23 21:00:00.000000,tzhc,0,9,2021-02-01 09:19:57.000000
2021-01-22 22:00:00.000000,kono,0,7,2021-02-01 09:19:57.000000
2021-01-31 19:00:00.000000,kygf,0,10,2021-02-01 09:19:57.000000
2021-01-30 21:00:00.000000,dmmn,0,10,2021-02-01 09:19:57.000000
2021-01-28 22:00:00.000000,ixop,0,14,2021-02-01 09:19:57.000000
2021-01-27 19:00:00.000000,ccsk,0,9,2021-02-01 09:19:57.000000
2021-01-26 21:00:00.000000,fvwj,0,10,2021-02-01 09:19:57.000000
2021-01-25 22:00:00.000000,tbah,0,15,2021-02-01 09:19:57.000000
2021-01-24 21:00:00.000000,yogm,0,8,2021-02-01 09:19:57.000000
2021-01-23 23:00:00.000000,lmkq,0,11,2021-02-01 09:19:57.000000
2021-01-22 22:00:00.000000,amhp,0,9,2021-02-01 09:19:57.000000
2021-01-22 19:00:00.000000,nzjc,0,15,2021-02-01 09:19:57.000000
2021-01-29 22:00:00.000000,jcxg,0,8,2021-02-01 09:19:57.000000
2021-01-29 20:00:00.000000,owha,0,7,2021-02-01 09:19:57.000000
2021-01-26 22:00:00.000000,hbdg,0,10,2021-02-01 09:19:57.000000
2021-01-26 20:00:00.000000,saox,0,16,2021-02-01 09:19:57.000000
2021-01-25 19:00:00.000000,bhit,0,8,2021-02-01 09:19:57.000000
2021-01-23 23:00:00.000000,mgop,0,10,2021-02-01 09:19:57.000000
2021-01-27 20:00:00.000000,qtkn,0,7,2021-02-01 09:19:57.000000
2021-01-26 19:00:00.000000,zsby,0,10,2021-02-01 09:19:57.000000
2021-01-25 22:00:00.000000,mgul,0,11,2021-02-01 09:19:57.000000
2021-01-24 22:00:00.000000,prmh,0,12,2021-02-01 09:19:57.000000
2021-01-23 23:00:00.000000,ziem,0,10,2021-02-01 09:19:57.000000
2021-01-23 21:00:00.000000,azhh,0,9,2021-02-01 09:19:57.000000
2021-01-22 20:00:00.000000,njjl,0,11,2021-02-01 09:19:57.000000
2021-01-21 23:00:00.000000,gvlu,0,12,2021-02-01 09:19:57.000000
2021-01-21 20:00:00.000000,kkrh,0,7,2021-02-01 09:19:57.000000
2021-01-30 23:00:00.000000,jess,0,8,2021-02-01 09:19:57.000000
2021-01-29 20:00:00.000000,zgde,0,9,2021-02-01 09:19:57.000000
2021-01-25 21:00:00.000000,fmtp,0,14,2021-02-01 09:19:57.000000
2021-01-22 19:00:00.000000,lnpj,0,11,2021-02-01 09:19:57.000000
2021-01-29 21:00:00.000000,wgao,0,13,2021-02-01 09:19:57.000000
2021-01-28 23:00:00.000000,rwgl,0,6,2021-02-01 09:19:57.000000
2021-01-27 19:00:00.000000,ftdo,0,10,2021-02-01 09:19:57.000000
2021-01-25 19:00:00.000000,folt,0,14,2021-02-01 09:19:57.000000
2021-01-24 22:00:00.000000,iebl,0,17,2021-02-01 09:19:57.000000
2021-01-31 20:00:00.000000,hzno,0,13,2021-02-01 09:19:57.000000
2021-01-31 19:00:00.000000,ipfk,0,12,2021-02-01 09:19:57.000000
2021-01-29 23:00:00.000000,cxfh,0,4,2021-02-01 09:19:57.000000
2021-01-29 19:00:00.000000,zvse,0,8,2021-02-01 09:19:57.000000
2021-01-28 22:00:00.000000,wkoa,0,9,2021-02-01 09:19:57.000000
2021-01-27 22:00:00.000000,fbde,0,11,2021-02-01 09:19:57.000000
2021-01-24 19:00:00.000000,yrie,0,15,2021-02-01 09:19:57.000000
2021-01-31 23:00:00.000000,nhiw,8,8,2021-02-01 09:19:57.000000
2021-01-31 21:00:00.000000,gpmf,0,17,2021-02-01 09:19:57.000000
2021-01-30 19:00:00.000000,uygf,0,10,2021-02-01 09:19:57.000000
2021-01-29 21:00:00.000000,sykj,0,11,2021-02-01 09:19:57.000000
2021-01-28 23:00:00.000000,bhhm,0,10,2021-02-01 09:19:57.000000
2021-01-28 21:00:00.000000,ohym,0,9,2021-02-01 09:19:57.000000
2021-01-27 19:00:00.000000,nksy,0,4,2021-02-01 09:19:57.000000
2021-01-22 22:00:00.000000,chdj,0,6,2021-02-01 09:19:57.000000
2021-01-21 21:00:00.000000,ckzp,0,5,2021-02-01 09:19:57.000000
2021-01-31 22:00:00.000000,eqhs,0,6,2021-02-01 09:19:57.000000
2021-01-30 20:00:00.000000,ytof,0,8,2021-02-01 09:19:57.000000
2021-01-29 22:00:00.000000,gpdy,0,12,2021-02-01 09:19:57.000000
2021-01-28 23:00:00.000000,ujan,0,7,2021-02-01 09:19:57.000000
2021-01-26 23:00:00.000000,bfnj,0,9,2021-02-01 09:19:57.000000
2021-01-24 22:00:00.000000,calr,0,6,2021-02-01 09:19:57.000000
2021-01-22 20:00:00.000000,qugt,0,16,2021-02-01 09:19:57.000000
2021-01-30 19:00:00.000000,hwrf,0,15,2021-02-01 09:19:57.000000
2021-01-26 19:00:00.000000,tuvm,0,8,2021-02-01 09:19:57.000000
2021-01-25 23:00:00.000000,ocjr,0,11,2021-02-01 09:19:57.000000
2021-01-25 19:00:00.000000,xcuq,0,9,2021-02-01 09:19:57.000000
2021-01-24 19:00:00.000000,szuu,0,14,2021-02-01 09:19:57.000000
2021-01-29 22:00:00.000000,wilm,0,9,2021-02-01 09:19:57.000000
2021-01-28 21:00:00.000000,uskt,0,13,2021-02-01 09:19:57.000000
2021-01-26 21:00:00.000000,inej,0,14,2021-02-01 09:19:57.000000
2021-01-26 20:00:00.000000,ubau,0,6,2021-02-01 09:19:57.000000
2021-01-23 22:00:00.000000,jplm,0,9,2021-02-01 09:19:57.000000
2021-01-22 20:00:00.000000,ukrs,0,11,2021-02-01 09:19:57.000000
2021-01-31 21:00:00.000000,sewm,0,14,2021-02-01 09:19:57.000000
2021-01-28 20:00:00.000000,titk,0,4,2021-02-01 09:19:57.000000
2021-01-24 23:00:00.000000,kbby,0,10,2021-02-01 09:19:57.000000
2021-01-23 20:00:00.000000,ejzz,0,9,2021-02-01 09:19:57.000000
2021-01-22 21:00:00.000000,dffe,0,13,2021-02-01 09:19:57.000000
2021-01-31 19:00:00.000000,dgoc,0,6,2021-02-01 09:19:57.000000
2021-01-30 22:00:00.000000,nlpw,0,9,2021-02-01 09:19:57.000000
2021-01-30 19:00:00.000000,bznt,0,12,2021-02-01 09:19:57.000000
2021-01-29 21:00:00.000000,eyrl,0,15,2021-02-01 09:19:57.000000
2021-01-28 20:00:00.000000,tkji,0,9,2021-02-01 09:19:57.000000
2021-01-25 20:00:00.000000,chka,0,11,2021-02-01 09:19:57.000000
2021-01-24 23:00:00.000000,oxly,0,9,2021-02-01 09:19:57.000000
2021-01-23 22:00:00.000000,qiju,0,8,2021-02-01 09:19:57.000000
2021-01-22 21:00:00.000000,fxca,0,12,2021-02-01 09:19:57.000000
2021-01-22 20:00:00.000000,faqs,0,12,2021-02-01 09:19:57.000000
2021-01-31 19:00:00.000000,dwgc,0,6,2021-02-01 09:19:57.000000
2021-01-26 20:00:00.000000,cfxs,0,14,2021-02-01 09:19:57.000000
2021-01-26 19:00:00.000000,cdni,0,8,2021-02-01 09:19:57.000000
2021-01-25 22:00:00.000000,hxvk,0,8,2021-02-01 09:19:57.000000
2021-01-25 20:00:00.000000,cfhv,0,11,2021-02-01 09:19:57.000000
2021-01-31 21:00:00.000000,vqha,0,7,2021-02-01 09:19:57.000000
2021-01-28 23:00:00.000000,vzvn,0,5,2021-02-01 09:19:57.000000
2021-01-26 23:00:00.000000,pkdd,0,16,2021-02-01 09:19:57.000000
2021-01-26 20:00:00.000000,flyq,0,10,2021-02-01 09:19:57.000000
2021-01-24 20:00:00.000000,csfx,0,7,2021-02-01 09:19:57.000000
2021-01-22 19:00:00.000000,rfyr,0,14,2021-02-01 09:19:57.000000
2021-01-21 20:00:00.000000,quij,0,17,2021-02-01 09:19:57.000000
2021-01-30 22:00:00.000000,uzhk,0,13,2021-02-01 09:19:57.000000
2021-01-24 21:00:00.000000,wyiv,0,7,2021-02-01 09:19:57.000000
2021-01-24 19:00:00.000000,wxad,0,14,2021-02-01 09:19:57.000000
2021-01-23 22:00:00.000000,zmsi,0,16,2021-02-01 09:19:57.000000
2021-01-21 19:00:00.000000,ipmn,0,15,2021-02-01 09:19:57.000000
2021-01-31 20:00:00.000000,fkmf,0,9,2021-02-01 09:19:57.000000
2021-01-30 22:00:00.000000,waef,0,6,2021-02-01 09:19:57.000000
2021-01-30 20:00:00.000000,sbki,0,11,2021-02-01 09:19:57.000000
2021-01-29 21:00:00.000000,oehb,0,7,2021-02-01 09:19:57.000000
2021-01-29 20:00:00.000000,hpkt,0,11,2021-02-01 09:19:57.000000
2021-01-27 22:00:00.000000,ybzb,0,15,2021-02-01 09:19:57.000000
2021-01-27 19:00:00.000000,brje,0,5,2021-02-01 09:19:57.000000
2021-01-26 22:00:00.000000,hjxl,0,11,2021-02-01 09:19:57.000000
2021-01-25 21:00:00.000000,oalc,0,10,2021-02-01 09:19:57.000000
2021-01-22 22:00:00.000000,fxoc,0,9,2021-02-01 09:19:57.000000
2021-01-21 23:00:00.000000,jybw,0,9,2021-02-01 09:19:57.000000
2021-01-21 22:00:00.000000,zwnc,0,14,2021-02-01 09:19:57.000000
2021-01-21 20:00:00.000000,dupq,0,7,2021-02-01 09:19:57.000000
2021-01-31 20:00:00.000000,aydl,0,10,2021-02-01 09:19:57.000000
2021-01-26 20:00:00.000000,nihb,0,8,2021-02-01 09:19:57.000000
2021-01-24 23:00:00.000000,nsad,0,5,2021-02-01 09:19:57.000000
2021-01-23 23:00:00.000000,hnik,0,17,2021-02-01 09:19:57.000000
2021-01-23 20:00:00.000000,ikdi,0,10,2021-02-01 09:19:57.000000
2021-01-22 19:00:00.000000,dufb,0,8,2021-02-01 09:19:57.000000
2021-01-21 23:00:00.000000,gceg,0,15,2021-02-01 09:19:57.000000
2021-01-27 21:00:00.000000,semc,0,14,2021-02-01 09:19:57.000000
2021-01-23 23:00:00.000000,khdp,0,13,2021-02-01 09:19:57.000000
2021-01-21 22:00:00.000000,amvq,0,17,2021-02-01 09:19:57.000000
2021-01-21 20:00:00.000000,qnqh,0,8,2021-02-01 09:19:57.000000
2021-01-29 20:00:00.000000,wsse,0,9,2021-02-01 09:19:57.000000
2021-01-28 22:00:00.000000,xlku,0,12,2021-02-01 09:19:57.000000
2021-01-27 21:00:00.000000,ghtr,0,8,2021-02-01 09:19:57.000000
2021-01-23 19:00:00.000000,aprn,0,8,2021-02-01 09:19:57.000000
2021-01-21 21:00:00.000000,vapc,0,9,2021-02-01 09:19:57.000000
2021-01-21 20:00:00.000000,flhw,0,9,2021-02-01 09:19:57.000000
2021-01-31 21:00:00.000000,udcj,0,10,2021-02-01 09:19:57.000000
2021-01-29 21:00:00.000000,raaa,0,14,2021-02-01 09:19:57.000000
2021-01-28 23:00:00.000000,wnvr,0,9,2021-02-01 09:19:57.000000
2021-01-26 20:00:00.000000,obnb,0,9,2021-02-01 09:19:57.000000
2021-01-23 23:00:00.000000,vtne,0,11,2021-02-01 09:19:57.000000
2021-01-30 21:00:00.000000,rmle,0,6,2021-02-01 09:19:57.000000
2021-01-29 20:00:00.000000,pkre,0,8,2021-02-01 09:19:57.000000
2021-01-28 21:00:00.000000,mbor,0,11,2021-02-01 09:19:57.000000
2021-01-26 23:00:00.000000,dkxv,0,11,2021-02-01 09:19:57.000000
2021-01-26 19:00:00.000000,gbzq,0,13,2021-02-01 09:19:57.000000
2021-01-25 22:00:00.000000,ivxn,0,12,2021-02-01 09:19:57.000000
2021-01-24 22:00:00.000000,mmag,0,12,2021-02-01 09:19:57.000000
2021-01-22 21:00:00.000000,otgi,0,12,2021-02-01 09:19:57.000000
2021-01-22 19:00:00.000000,vfxi,0,8,2021-02-01 09:19:57.000000
2021-01-21 20:00:00.000000,cljo,0,9,2021-02-01 09:19:57.000000
2021-01-31 23:00:00.000000,krrs,11,11,2021-02-01 09:19:57.000000
2021-01-26 22:00:00.000000,unrv,0,2,2021-02-01 09:19:57.000000
